,bridge_id,number_of_vehicles,delay_time,Part_of_road
0,482,2031.0,137649.34877844996,"N1, LRP184a - LRP260c"
1,176,6828.0,102464.94934083744,"N1, LRP084a - LRP184a"
2,2189,5485.0,82415.42330709228,"N2, LRP117b - LRP146b"
3,2271,5446.0,81498.03972571778,"N2, LRP117b - LRP146b"
4,2792,2125.0,79518.27645464975,"N2, LRP239a - LRPE"
5,513,3193.0,47712.55569242723,"N1, LRP260c - LRP293a"
6,2029,3188.0,47675.2854979498,"N2, LRP012a - LRP086a"
7,904,645.0,43560.77524989695,"N1, LRP293a - LRPE"
8,938,622.0,41895.93065730511,"N1, LRP293a - LRPE"
9,2702,2415.0,36086.21536245454,"N2, LRP231b - LRP239a"
10,790,674.0,25047.5747552241,"N1, LRP293a - LRPE"
11,1008,666.0,24849.342415682564,"N1, LRP293a - LRPE"
12,924,638.0,24361.876631761286,"N1, LRP293a - LRPE"
13,880,657.0,24352.63915819731,"N1, LRP293a - LRPE"
14,1000,644.0,24237.513370900317,"N1, LRP293a - LRPE"
15,852,637.0,23960.665270339232,"N1, LRP293a - LRPE"
16,2420,1603.0,23819.270376984765,"N2, LRP146b - LRP191b"
17,982,623.0,23324.963157133232,"N1, LRP293a - LRPE"
18,962,624.0,23311.64717069677,"N1, LRP293a - LRPE"
19,1226,610.0,23178.137799319607,"N1, LRP293a - LRPE"
20,1090,634.0,23177.17503365134,"N1, LRP293a - LRPE"
21,1184,612.0,22928.90825778746,"N1, LRP293a - LRPE"
22,868,618.0,22865.190469738067,"N1, LRP293a - LRPE"
23,1020,596.0,22187.069426761507,"N1, LRP293a - LRPE"
24,844,663.0,9967.312394147892,"N1, LRP293a - LRPE"
25,838,661.0,9906.652400185623,"N1, LRP293a - LRPE"
26,858,664.0,9903.0486746087,"N1, LRP293a - LRPE"
27,794,647.0,9751.593496514737,"N1, LRP293a - LRPE"
28,824,644.0,9681.951132063981,"N1, LRP293a - LRPE"
29,960,636.0,9499.1480425333,"N1, LRP293a - LRPE"
30,964,635.0,9486.348495627106,"N1, LRP293a - LRPE"
31,902,627.0,9450.297002601872,"N1, LRP293a - LRPE"
32,822,631.0,9442.345264597298,"N1, LRP293a - LRPE"
33,946,626.0,9433.76089515517,"N1, LRP293a - LRPE"
34,1014,626.0,9422.957560106304,"N1, LRP293a - LRPE"
35,1096,619.0,9355.50759794844,"N1, LRP293a - LRPE"
36,998,614.0,9226.290533448318,"N1, LRP293a - LRPE"
37,1224,612.0,9215.906954697206,"N1, LRP293a - LRPE"
38,1140,613.0,9150.902197947296,"N1, LRP293a - LRPE"
39,796,617.0,9145.056925849824,"N1, LRP293a - LRPE"
40,1106,604.0,9032.607935767111,"N1, LRP293a - LRPE"
41,1156,601.0,8982.014517584174,"N1, LRP293a - LRPE"
42,535,3124.0,6750.893434564403,"N1, LRP260c - LRP293a"
43,2587,1353.0,2928.805775885919,"N2, LRP191b - LRP228c"
44,660,647.0,1395.0527419253594,"N1, LRP293a - LRPE"
